0.32	0.32	0.20
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
0.32	0.32	0.00
